contract_id|policyholder_id|start_date|end_date|cancel_reason
BRwq-10825869|TdbOVOy|2020-07-07|2022-01-04|premium_not_paid
xgKM-35362668|eTrAgMJ|2020-07-24||
LLQb-34166345|AaxlVKu|2020-05-26||
ODUr-90728238|lnPxPTT|2022-06-12||
huEp-15835602|qgSXEBi|2021-05-06|2022-04-20|too_expensive
cbVT-48028957|fgWILrL|2020-07-29||
hhJq-96961958|wMblvww|2021-02-02||
Fubu-46125537|AsEmzqw|2021-10-28||
IFWh-75946828|UmKrTKM|2020-09-03||
tpPZ-19600533|ckQPGyx|2020-07-02||
zqLz-65458493|ZbNuRFn|2021-10-20||
iPfs-63357938|diNhFhb|2020-08-07||
OCmw-00102894|HPdISns|2021-07-08||
Ieih-81618130|MBFefhX|2020-10-02||
AbPy-83619611|hWzKXRP|2022-01-24||
IpSO-92334335|exKBbTC|2022-03-16||
OOQn-70071629|xDdoFoN|2022-05-29|2022-06-29 00:00:00|too_expensive
KgFJ-33307813|OKuhKCN|2021-12-13||
pBia-22553371|NKtXAJt|2022-05-18|2022-06-18 00:00:00|too_expensive
dZfc-11093431|cuemiJQ|2022-06-25|2022-07-25 00:00:00|premium_not_paid
gbod-31359167|QWcacct|2021-01-02||
InJi-05324429|yGzMYbL|2020-06-08|2021-12-15|premium_not_paid
AmWr-17197758|AArFlwq|2021-06-12||
brJi-55826434|WTLIFrs|2021-05-25||
FVvB-64089298|GnJcrqM|2021-12-24||
iZNG-74219463|ZrebURc|2020-12-07||
aAQT-95161120|kHPyBnw|2022-04-02||
LIqz-71475308|sCmzopr|2021-12-27||
aScH-70874989|mGNFvRk|2021-02-19||
tmYg-18887372|hgnfHth|2021-10-19||
phSe-36216478|aOHLdRU|2020-08-08||
yYLY-79897640|tlWAwyc|2020-12-19||
THuG-18514012|jAjelGH|2021-02-16||
yZnH-29592451|IwEXkaG|2021-03-22||
mlJp-08443466|NQCQTEs|2020-09-04||
qbHf-66790001|snHQpSa|2021-02-28||
NutR-53869562|LRYzcyl|2021-08-29||
JHkU-13831506|GjsLgIl|2022-01-13||
CFIu-06531461|SKnSUgo|2021-07-04||
vxmA-61492347|CQRQNSQ|2021-11-10|2022-02-10|premium_not_paid
phNz-59817168|OqciCLr|2021-07-22||
UVrr-45118576|KJKxyPP|2021-04-03||
XykC-25449283|JYQghTZ|2020-05-30||
oqNu-32747214|RqmDDoZ|2021-08-15||
KYsI-70514639|jqSPbgE|2021-01-02||
xnOB-21943543|duHmxFd|2021-06-09||
RrZA-58355120|iTvadRM|2021-07-08|2022-09-26|premium_not_paid
VZjh-61459158|PqZrhcH|2021-06-27||
jsvK-87011812|TjatavI|2021-04-20||
JNwc-12799263|OPnPwyW|2021-01-17||
EALz-47600885|gsWHREW|2021-08-05||
pUhM-33322817|ykhPzyO|2021-05-03||
vkHC-34630685|pMAbcZH|2021-11-04||
lrYn-02895707|PQayHOX|2020-08-23||
RRPb-37868752|DvdwbmB|2020-06-01||
HtQQ-36423899|NHqyxiu|2022-01-14||
GKpZ-05997376|JsdWCta|2020-05-21||
wYlq-59530665|HJhXXZn|2021-09-17||
PurF-84308048|HLRoVrC|2020-08-19||
xZKF-81148948|pEveypY|2020-11-07||
KLIO-30141173|sKaXXfK|2020-07-25||
ihOj-76140738|VomThKm|2022-01-29||
upSO-68221134|XLauPcc|2020-12-09||
RDOZ-94410965|UOvIjMG|2021-08-02||
tRej-93186853|zYgYgyc|2022-01-18||
rLjV-42115063|NbXopiG|2020-07-11||
XqHh-13316537|IrycLlK|2021-12-12||
RwOU-14655959|VciuKog|2021-04-16||
AyuZ-08867556|rrNCDsy|2021-03-06||
EsXD-81609444|CoVUMKl|2021-02-17||
RzpS-18412200|zmXvVef|2022-04-03||
YnZD-24308433|JYZIISz|2020-08-26|2022-09-14|too_expensive
qRIU-91503046|iUZKjAP|2021-12-24||
VRnQ-54485424|ekzvXtj|2020-12-09||
risp-60696908|hpJknep|2022-05-09||
XzGC-93996600|CstqkIG|2021-12-15||
sdOa-00110746|vwYcOcC|2021-08-23||
XsWm-23652490|ugZpQQM|2022-04-09||
fOeS-04238817|wXhONrH|2022-01-06||
mOcs-84067239|LChHPYv|2021-05-06||
zcmJ-39546977|WguLlQh|2021-03-15||
AoFL-55310188|KhgMfHX|2021-01-02||
MxYz-51702119|sEfMhqA|2021-12-19||
Zcrq-40029646|LvbendZ|2021-02-09||
qvzt-74300680|aIRhczb|2021-05-17|2021-10-21|premium_not_paid
LTef-00423946|UsONIBX|2021-04-25||
uywG-38231076|eYnuJgm|2020-06-14||
Tuwb-22460215|YKoYdDO|2020-08-30||
esqo-06831198|MHyhIqz|2021-12-02||
mMQT-91803559|WmScosR|2022-02-25||
vHnX-52047503|ZRGOBhe|2021-05-26||
Vfid-65537775|odSMvml|2020-12-03||
NEqF-50238773|rsXziQC|2021-10-29||
iTbb-88270558|ubjCJdu|2022-06-14||
FCte-06149024|ZQRWbwn|2021-05-14||
Aqwc-34493160|jWuftqx|2021-03-14||
HAlg-37720162|mPqCivz|2022-06-26||
FhiJ-99767462|qpmRAHx|2021-10-02||
TvYu-29571207|mRPVmJo|2022-04-27||
KVAo-11322275|izaflAA|2022-05-12||
ydGo-89145719|DgbPVIM|2021-11-08||
oOqH-90424189|rIwvQYR|2021-02-18||
MJUA-66076781|MssAyAs|2022-06-04||
KRmJ-93094567|EcqrCfj|2021-08-09||
Zjyb-42765070|USsIuIX|2020-06-18||
hWwm-98116133|cIgcbtF|2020-11-14||
GBVY-30408660|HCgygpg|2020-08-09||
DLum-25419469|lakVqDm|2021-03-03||
vBEa-91956622|gjvLqlJ|2022-04-27||
hnRX-36060366|PBpbPHg|2022-03-18||
KOkS-16540485|FeHrjiz|2022-05-23|2022-06-23 00:00:00|too_expensive
CiVm-78714002|Zjwpmzm|2020-10-30||
hXDP-93575839|imFogbf|2021-08-19|2022-07-11|premium_not_paid
JEOm-41862525|ltuSUlk|2021-01-01||
tOts-52901331|LruCMfe|2021-09-16||
VRta-81007158|MHgoiTG|2021-01-03||
oXzO-92074016|kjhIBgE|2020-08-31||
NnWu-22234656|bLKPWTl|2020-06-13||
JpQi-33635248|CdpJbGR|2021-02-14||
jrBs-02811089|wCPjeai|2022-05-29||
NNjS-69839810|aYcbguw|2022-06-21|2022-07-21 00:00:00|premium_not_paid
aOJR-29029401|QeHaOqb|2022-01-04||
TusB-30262435|WxWtJYT|2020-08-18||
wlUx-10923250|qaSPcmZ|2020-10-08||
MOIS-71015983|CqxWOmK|2021-06-10||
saKf-07107829|sNtBGAG|2021-06-21||
ramQ-27214528|NddICxy|2022-06-22||
AUsg-76254130|iURXCaa|2021-09-20||
dIla-61199845|QVtzAlE|2021-07-01||
hCpF-87217661|sjOnQbf|2022-03-23||
nCzp-39781580|JtXLYkm|2021-07-01||
eRUr-53064764|yceZyZz|2022-03-01||
VYrk-77774473|BskgEyl|2020-07-21||
yovP-28753204|GnWLGXi|2020-08-12||
zixa-46308227|UeQWchp|2021-03-07|2022-06-27|too_expensive
yQJG-02992620|AvptWOf|2020-11-19||
yvpK-83743068|jgFSYVM|2021-12-11|2022-01-11 00:00:00|no_risk_for_theft
vFZX-32697430|RCXJpSF|2020-09-21||
LSqN-46089230|ZVYLMXQ|2020-12-12||
JzLT-17167017|aACqsWk|2020-06-14||
owQk-70499814|HczuAaa|2021-03-25||
nLZu-75313607|avpFbtv|2022-04-06||
jnMU-93922474|CBWlvVc|2021-03-13||
wSdC-73629530|cInLmIW|2020-12-28||
FsMU-09674786|wxkuyKT|2022-06-05||
Sods-54633899|ollkFsH|2022-03-11||
zsgJ-81748385|xfeRMEu|2021-10-18||
EHHV-78352092|zvEBdtk|2021-03-07||
sqhE-41992481|XKjtOTU|2020-09-15||
ObDd-63511118|aoHRXUl|2020-09-28||
oWlU-46864392|owEtXBI|2021-11-15||
KnFr-45510654|imllFaX|2021-04-01||
IsUZ-68086281|cNYjhwQ|2020-07-05||
joFt-53023831|QNSRuzt|2022-06-30||
jnwD-83714562|qngWmHE|2021-02-09||
fqrV-68328553|krYgqZO|2022-06-11||
YXpc-47332974|YItkUGJ|2022-04-08||
MCiC-98356266|EQCXiTv|2021-11-05||
trfK-70121956|PIQcDFm|2020-08-24||
NItL-23153478|AjpRKoQ|2021-11-17||
MiRT-43844383|SqTflpD|2021-05-03||
qwTi-24553751|BLrXzLA|2021-10-16||
Hnas-59967173|BeiFPBV|2022-03-28||
pNWI-72971947|ojOxEZA|2021-01-10||
dWkY-76670845|OuFPbDV|2020-07-19||
euXS-18962339|nNKdBJz|2021-10-13||
LBOF-79349725|lNySKYR|2022-01-28||
jfoX-71540744|cXFLhxy|2021-04-06||
dfwM-48765809|CDoxzwk|2022-05-06||
KKdg-11879567|QcAtTBu|2021-02-02||
skpD-48136477|fZvgTAu|2022-05-28||
QvZE-56663995|ZOylSuI|2020-11-28||
dOWI-00571373|TQMShwU|2022-04-20||
ljok-65474945|PrGdEhp|2020-11-10||
YrXH-85477529|nmkunZA|2021-01-27||
WDEe-33419078|WEbwmNo|2021-05-21|2021-08-27|premium_not_paid
rfKB-40991990|WTXdaMy|2021-04-27||
lBCb-09413066|PkvuYfz|2021-09-14||
GEyn-21300160|RviNgHc|2021-02-18||
AWNe-65095598|gZIpnae|2021-01-09||
vKmB-67246893|YyERctJ|2020-06-11||
xZKv-50929197|kurCWPH|2022-02-07||
cICI-77010596|ABdaqll|2022-06-27||
rFTe-93806723|KtUKmeP|2021-08-24|2022-08-18|no_risk_for_theft
hjwM-02421408|sstCBSZ|2020-05-31||
rShF-38886977|OWRGCZk|2021-04-23||
OhLu-96548784|IyAvXBo|2020-11-30||
CkKf-70439002|ZRyyXOQ|2021-11-03|2022-04-12|too_expensive
hwtA-21822628|GzyEhzH|2022-02-17|2022-03-17 00:00:00|too_expensive
XhnI-62900864|ULpkhOx|2021-02-27||
QyOJ-69740925|yEeQmsn|2021-03-03|2022-05-08|too_expensive
UKrZ-99821787|qWEqNNz|2022-06-03||
ilUM-64771430|KnmovjK|2020-06-23||
JflF-83646677|NWzfXBv|2021-05-25|2021-06-23|too_expensive
fhHk-33560538|xVvOETM|2022-02-17||
sMeJ-92992716|oYcIHdJ|2021-06-15||
aRCc-53446718|TLFtNYG|2020-07-22||
ghCX-66934605|IiMPvtZ|2021-03-05||
pgwg-79875530|XhZUiFi|2021-08-16||
oyTZ-69800219|OVSTTwm|2022-02-15||
wJRK-64015477|SQbqcrk|2021-02-06||
JHGu-48832930|haqINkx|2020-07-14||
pGDI-61144812|gkustcS|2022-04-04||
BDUB-06489768|ZdXXxzo|2021-06-17||
TiPs-16182932|ltzzWiE|2021-01-19||
DzdW-99540226|OCqHGcD|2021-06-10||
lVVZ-09914401|lUszIlx|2021-01-03||
peWk-67807902|XXHFIRM|2021-03-31||
XEel-09331250|nRptEhl|2021-04-14||
gjDF-36787668|lTdBmlG|2021-09-01||
ktex-63744005|pJIqpeo|2020-07-04||
ykMQ-36442290|kJIWmhU|2022-01-20||
PkoP-48750844|IsrsDyw|2020-06-12||
HrYt-88489589|ZIUtSFN|2022-01-21||
oWJK-83549579|GTubCWU|2020-10-11|2022-08-11|no_risk_for_theft
ZssC-47176903|bATuRCu|2022-02-27||
Cxqp-85920916|EcdLiES|2020-09-13||
QnYi-81771493|aMyUGYw|2021-11-01||
uQIw-95271205|eReEpVy|2022-05-05||
tuDi-88534721|JxRxMGT|2020-06-10||
oLCa-36790490|pxchPcr|2021-06-18||
gHgl-59496767|MRiREpu|2021-06-26||
erNM-66591713|PeUXJGW|2021-06-07||
xata-87157200|ofWSTKk|2021-04-25||
fdRF-28171253|BUoWsHp|2021-02-18||
DbXw-41262848|TSTKjdT|2021-11-17||
GjZQ-29039495|ZkBEHwF|2020-06-28||
PGJh-77578492|JXTjzaJ|2020-11-16||
VSdy-60134883|aqLgtgy|2022-03-09||
xGFj-11191071|dJKqlJV|2020-08-27||
gRWF-92362163|xGRleVs|2020-10-26||
hceF-54999196|BhrTrTw|2022-01-27||
dFeo-37846580|dXtjiQz|2022-06-17||
YcQL-37954488|fdLuQlj|2020-10-28||
KJMk-14694256|VdWfAHM|2022-02-23||
ifUj-41710272|TwuptEL|2020-11-19||
oyen-00391988|UZmXAMd|2021-11-27||
axaQ-37296309|YcrWBrC|2021-04-20||
ZCjm-05935493|LFQRjVG|2022-01-08||
vHMD-67288535|WeMSbOU|2020-08-26||
hJmO-07654587|JfwvSaP|2020-10-30||
oNkR-24092570|gBVnSqY|2021-04-14||
XAAx-98150199|XMLeyPh|2022-06-07|2022-07-07 00:00:00|too_expensive
lItX-44740005|aLpDXjr|2021-05-24||
fQmw-81673586|CwgWgEf|2021-03-16||
oLQb-56892685|yPjCyjY|2021-12-29||
KjoP-82227450|bsFLvCg|2022-03-13|2022-10-08|no_risk_for_theft
rXDV-24604231|PXbTlUe|2021-08-12|2022-07-28|too_expensive
myOH-99747852|cpyYALs|2022-01-19||
ROym-86778605|AokEadx|2020-07-14||
HtEA-82428682|HHUCaSg|2020-09-20||
mErp-54811159|SlHFIMH|2020-11-12||
QkFU-92411846|lGOlsMk|2021-03-11||
COQT-87039506|yQQwffG|2021-04-28||
wtvM-23340382|fKECKIA|2022-04-08||
sTWO-26680547|HXWQrGy|2022-03-05||
YhCa-25595259|niNWWuE|2020-08-30||
JxVF-94828089|DSLZTjT|2021-03-05||
dlGE-62669948|ECGNDeg|2022-04-24||
doUS-39014764|ODMPalr|2022-04-11||
XqkZ-81898458|LtegFoN|2020-06-21||
uZGD-06622585|LXTRXnB|2021-08-17||
LHsh-70280011|yFXujUG|2020-11-29||
hdmY-18088151|xfNJWCv|2021-05-09||
hCKS-40196531|VjdErZk|2022-05-25|2022-06-25 00:00:00|too_expensive
WaRb-38453363|CQsjdjE|2021-01-24||
aSBU-31171970|rNmFTVM|2022-01-03||
QWNk-54442091|AublQIx|2020-11-01||
rlFx-84621317|JxtGaor|2020-09-10||
ECKV-86000799|diixoTi|2021-07-14||
loSJ-44724824|yTKKmau|2020-12-23||
Eapt-51164047|AEAWOfT|2021-01-31||
NfYy-45978868|wjkwbVB|2022-06-06||
hRDa-66329096|zfBeVsL|2021-04-17||
oKgu-91039729|gPfJxzb|2021-11-01|2022-01-03|too_expensive
AeEj-78134020|MqQRVCY|2021-08-06||
ybNH-46394450|UrHxHhM|2021-11-23|2021-11-26|no_risk_for_theft
pTzv-29429211|mzGTCYG|2020-11-05||
RvwD-88450111|UwPPJtc|2020-09-19||
Bywa-45846974|Qiggfdn|2020-10-15||
kvlP-38905372|YxzKQCm|2020-11-24||
efgA-07834967|CZLLeHj|2022-03-06||
VHdx-41801390|tpMWtQY|2020-06-03||
VEcH-73400194|BWROytn|2022-02-07||
yqTU-13477357|PuErLIB|2020-11-16||
WTaU-95668504|KTGOGeb|2021-07-22||
RAie-43360098|VEVDmwu|2021-03-03||
ENpk-77364184|cDSUmNA|2021-11-09||
mIBe-74858367|sNdCUSc|2020-11-06||
ZGjj-17672093|PuxDeYG|2021-03-23||
oMmz-72724331|HelXYLW|2021-04-03||
qRJu-12301762|TEhiBox|2022-04-10||
GYUe-73738604|KhEdJwT|2021-08-28||
ZVWU-46649467|KpvbiBm|2021-02-08|2021-06-04|too_expensive
CqHd-97808319|JRCYlXU|2021-05-29||
cBbo-99640408|OyXYzUM|2021-01-26||
FwYR-92204884|XkXUfUQ|2021-04-26||
lNlg-01104227|XTqluiL|2020-10-08||
SXsq-44195871|IifwZdY|2021-08-27||
XxGH-46524060|LeKROPI|2022-06-26||
XAEu-19500425|yDojzXs|2022-06-04||
ySZl-89212389|jHxCfBh|2022-05-14||
VAyE-51570986|iNvmpZh|2020-11-05||
kAzp-22670037|LTYViXS|2021-12-19||
Adxk-25745140|VwIemsH|2021-04-06||
KnfQ-12955003|ulHDKPM|2020-09-05||
aQRu-25019593|KmDcTKN|2022-01-01||
GxaK-20424840|wQdeAYE|2021-11-05||
IfBw-57771546|Hrdofjm|2020-05-21||
JZOw-88663124|cQfpNsY|2021-12-28||
GKFM-15815190|vnonmmF|2020-06-29||
Vmib-39900134|mIpfRlU|2022-03-24||
YhBC-15942850|XJRudHy|2021-12-31|2022-03-28|no_risk_for_theft
JkCr-25424701|OpApCfc|2020-09-11||
pAfM-52545088|kSyxdWY|2022-02-13||
WtdP-13265357|HtHNpay|2020-07-28||
RNql-77737649|MAPNxvq|2020-10-24||
smQy-59153370|ALNQKwB|2020-10-10||
dcHf-19981593|dMLXfut|2022-01-06||
yCLo-57129885|NxYsogI|2020-07-25||
VJtB-46335028|bChQHsj|2021-07-31||
QFXc-58685592|rfaXTrE|2021-09-07||
VuSX-91638868|rvOUjlI|2021-09-15||
EQRn-12338925|fAlXpiw|2020-12-09||
jjWk-09281314|MgIpYfT|2021-06-12||
AndV-60245200|kmsDCRy|2021-11-15|2021-12-15 00:00:00|too_expensive
ezna-96694002|NDwnSjw|2022-04-15||
aePJ-15243182|NVwPTqb|2022-04-20|2022-09-09|premium_not_paid
GuMu-42201736|zQQiFxJ|2021-11-03||
Veep-56605661|UluoDCl|2020-12-09||
iUhA-54525722|HGVyHqq|2020-12-02||
Sxhx-63453466|tYKLEQv|2021-12-08||
QmKP-95106537|cmeEBiW|2022-04-08||
MMzZ-62776100|ovThbii|2022-04-15||
PQMg-72361293|uAsNpRG|2020-09-23||
rcOH-14757195|KHUMCbx|2020-12-28||
wCyc-20781494|JXihPds|2022-01-10||
KtTl-21302221|ccbLJlL|2021-08-04||
sMom-66970747|WVrllDf|2022-01-27||
dWia-35232140|QjkuILU|2022-04-15||
iCUS-32932131|kgweaCS|2022-05-19||
Ptcn-34850342|WboFngs|2020-09-03||
RWEJ-43154380|qgvaSMd|2021-10-06||
KreF-58487803|IquAwBl|2021-03-11||
DcLr-94444857|FuyTXUb|2021-08-21||
PCcZ-63546800|ZuPFzrR|2022-02-25|2022-03-25 00:00:00|too_expensive
DURO-29027895|uvxGKYW|2021-01-06||
DGui-48136045|nwKdLTo|2020-06-16||
RhVW-71651465|GKoRVOl|2022-01-29|2022-02-28 00:00:00|no_risk_for_theft
CRqt-07962648|SNcDHlP|2021-08-11||
IvpW-60872394|xxdjJwX|2021-06-22||
LEgk-69024950|RFVtBnR|2021-09-02||
BNYT-60821082|vUscOne|2021-07-21||
nSmO-31903282|OjLylVr|2021-09-21||
tBXb-01204945|XlETnYC|2021-07-23||
WSiw-58702527|WehVhXn|2021-03-08||
EOof-66223489|QOXfjha|2020-12-01||
bwdL-63710715|bKbRpsu|2020-09-10||
TloF-10110257|CaooUzn|2022-05-17||
RrWh-81020156|lTaMrsb|2021-09-06||
AArr-35900907|jlmDJdm|2022-03-09||
gbmr-09620464|KaRQCDz|2022-04-04||
GlXW-28206565|lLchdUG|2021-11-19||
poKb-00309193|psFfFbP|2020-10-25||
eXuw-01521748|etTUyiK|2021-09-07||
ttrc-69013392|UDQuGtE|2020-11-20||
VfDR-18951514|yckKLaS|2021-07-30||
HnOp-89486455|AHWOSTp|2021-06-06||
JYId-76837472|dBDrqPz|2022-01-15||
Horv-17951879|JenhmGy|2022-04-03||
Tgti-60436070|VkFreLe|2021-10-20||
gNPI-12893153|LyqGqqj|2022-01-29||
iBhl-27371219|qYdsXpz|2022-02-17||
JGJb-29087835|BIwDVcX|2021-04-26||
GsCS-90292375|PjZqLjd|2022-02-28||
wfcr-60998821|fVFPNSi|2021-08-27||
PrwJ-71533615|wUDbzEv|2021-08-03||
nbEw-01710397|yJofWdQ|2020-09-16||
pLNi-97196202|lngCVMQ|2021-04-01||
UkBC-36804870|ApsCaIa|2021-08-16||
BxiS-03529576|ZqyPOiO|2021-12-09||
NxWa-61143953|zHktfZD|2020-06-22||
UjEk-03805316|SxNnZiT|2021-12-11||
lutm-99465001|gweUYVb|2022-04-10||
UXmb-79260605|BTBnGCT|2021-03-29||
gJZb-17838330|pClUgdq|2020-06-30||
EWFS-23906239|JSQqmoi|2021-12-25||
VkvN-39277617|taduCmN|2020-12-15||
hHmA-26655913|TZNnmCC|2021-12-02||
vVpN-39082618|dauSQkz|2021-11-18||
gqqi-23524347|BddjzBJ|2020-08-15||
CtRj-94635816|IETbXJv|2021-05-06|2021-06-28|too_expensive
xjRX-08403503|PFIIzQU|2021-10-06||
nPPz-45432980|coOeKRL|2020-10-03||
DNrY-66599515|TWnIkqh|2022-06-23||
nkAC-07086721|FtvWVdE|2021-10-13||
rgAU-24157455|pGPlggF|2021-01-10||
uUuC-89962451|FmeiKGf|2020-10-03||
Irqf-69531337|LMPzulu|2021-05-29||
iHjV-27953773|GJPZiuz|2021-12-13||
gEdZ-02682919|AVeQGcb|2022-03-13|2022-08-18|premium_not_paid
KKmt-32713764|oPjCXhy|2022-06-09||
VKuD-19913148|cQsRYrn|2020-05-31||
RYjM-33524198|EyvhQCL|2022-05-15||
cHPj-50684372|AwoAhSS|2020-10-13||
bUJn-58656476|PisOQCS|2021-11-26||
yAis-03177705|dfPeJQZ|2021-11-07||
yXMs-62610411|GPSdoVH|2020-12-08||
GkDd-95809769|MijZytW|2020-10-07||
jISF-82747720|jqtnewx|2021-11-23||
ygCY-73818720|JhUVUKU|2022-03-21||
NDDL-20893352|tzvvspM|2021-05-09||
mYkz-10473938|AKTvjug|2022-06-19||
BvEk-05674228|IxtjvjW|2021-04-13||
KUpO-14071326|IFKCLQr|2020-05-26|2021-06-11|no_risk_for_theft
yAIB-59394309|SWxqopi|2021-03-11||
lMeg-63132620|LZIgQcQ|2020-08-14||
MmUQ-32744761|ZDZWXPU|2022-05-14||
WydF-35982918|espddJQ|2021-04-15||
LVFk-70947692|pgnSZjz|2022-05-24||
vrJe-60007895|YDuQnYA|2021-08-31||
jxDe-29629977|ENIESkr|2021-05-26||
ZuLi-72052601|IKjiBpB|2022-01-17||
Pztl-81818468|Mnzvksd|2020-08-22|2022-09-02|no_risk_for_theft
qfoJ-01906353|TAYuIkU|2021-09-04||
NiXA-52022457|ejMMWTy|2021-11-19||
jwiu-68245696|JOeRIQp|2020-05-24||
TbxZ-16664874|gUMoDDa|2020-08-07||
hFIQ-92976550|yyvrOLm|2020-10-31||
EIMp-80117463|yBMBSGb|2022-04-01||
ysVb-59621859|zoVlXfM|2020-09-15||
JIHG-94852183|FMurWtg|2020-06-10||
QyQg-10241278|qxcCDjT|2021-05-24||
kMxU-82837859|XuGkTBE|2020-10-17||
hMsF-48962294|pPmgoxl|2020-12-20|2022-09-03|premium_not_paid
MXSC-98211697|NKLgsyC|2020-11-12||
iXSr-90413964|kgnQMKQ|2020-10-13||
HMwk-36669626|pFKpNIx|2021-05-26||
jJwL-26324339|KKSBUtK|2021-04-26||
NJyP-58680380|FIihOYs|2020-06-21||
jxCF-85779817|pzVHBLa|2021-07-27||
fvff-11099354|havJYgR|2021-07-30||
WJAp-03820655|rLafBDM|2021-11-02||
hZvK-22106751|KuZKtmT|2021-12-15||
QqYl-90320739|NClrfvl|2021-01-21||
fgta-69734007|vChVdbn|2021-04-12||
uZhF-69322399|tYIYFNL|2021-03-05||
dolR-59214425|NzLdrDK|2021-11-19||
uINj-17228488|BqHAQJg|2020-08-20||
xSuM-06838038|jnfwdxN|2021-12-12||
tfcv-76435870|KdkWBlQ|2021-02-11||
stsH-54335505|CYhNFoD|2020-10-19||
czEZ-28037219|BXWkNRr|2021-12-03||
wdef-84484166|PgnvBzz|2020-05-20||
CdAS-34471402|EFzzIJp|2021-07-25||
sLFt-56899785|kEqphFH|2021-02-06||
bHZG-38316035|JVzXZlJ|2022-03-10||
QYEj-29244405|odqSvJO|2021-09-15||
mJqA-24364721|EIGYWKv|2020-11-12||
KdDK-45998574|RlUImKH|2021-10-26||
CrvK-37867349|fJGoEbJ|2022-06-30||
hSyv-90218010|deaySFr|2021-12-25||
Exaj-69125097|hvxAZpt|2022-06-15||
BFbP-18855320|ZGBoCaw|2020-09-07||
Wjiu-84971223|UuDTFhV|2021-05-09||
njvM-77408697|hgklOrI|2021-10-08||
oTsf-71920340|UeKrjFu|2020-09-08||
pgHG-41356401|cAjFIla|2022-04-02||
ooHn-54656576|wPSTEIn|2021-03-02||
QIkH-43061215|HZzwOHY|2021-09-30||
Otvo-06739609|uLyasHo|2020-07-09||
tEEa-43119635|GohTbAM|2022-06-25||
pMIG-14409670|wNurrdp|2021-10-22||
ZZjU-25607753|mypYwRe|2020-05-26||
aPkh-36758782|yTSMPLm|2022-03-25||
CCIE-19069001|TMOOPqh|2021-05-06||
Dmvo-34279611|NceEuUu|2021-02-11||
EuqE-96004527|XMjEemU|2021-04-21||
oRHM-62196305|jldXHwP|2021-05-24||
RJhu-22853737|BJgIsVK|2020-11-04||
Lufn-01384145|plDxNOA|2020-12-02||
IwsO-52811942|syGKbQF|2022-01-07||
cYqc-25698014|lrauhfW|2020-07-25||
uUSb-36680514|ZMfjBXB|2021-06-12||
DFlj-31899890|gVCVKOD|2020-11-08|2021-09-01|no_risk_for_theft
FkfG-93736508|MwImmAj|2020-09-15||
kuQY-08699362|noNlDXU|2021-07-23||
LNDV-80027550|wvdkXJE|2021-05-04||
JDAv-50939975|pvOaWye|2022-04-09||
bljs-72091893|fFhvyOm|2022-06-01||
ynUH-71000661|xXGnWor|2021-01-02||
pWCi-75674184|RfjjscK|2020-07-30||
dMiB-56744535|SDOhXzK|2021-04-16||
HoQn-54252313|gbTwXQM|2021-05-02|2021-12-28|premium_not_paid
MCPJ-81331434|qPKCjkt|2021-12-08||
gdcS-97377572|NqzGxog|2022-02-24||
WvNX-12172410|RbECqmQ|2021-12-13|2022-01-13 00:00:00|premium_not_paid
CsnY-74442278|haLvMpu|2021-07-05||
BruD-48485588|MCkyMIa|2021-10-28||
UGwb-95279626|QcXTCoo|2021-08-05||
hIeH-82726172|NnVfeqO|2021-09-19||
wZjf-21814492|dtpUQIR|2022-02-22||
REiN-88729414|FbpuVyv|2021-03-31||
ZiiF-31561999|qxmuFtA|2020-12-12||
MAaE-75938243|FoLaJLY|2020-07-30||
PoRP-73605498|LMODIDH|2021-07-30||
qjZZ-85733713|yLtbhgO|2020-08-09||
mDUl-05744542|XbisnFy|2021-08-17||
Tejh-13170151|VmHufyR|2021-06-02||
NUUm-60173614|KiYUiSE|2021-10-23||
HPtI-38976027|WqvqVYq|2021-06-17||
SVOE-68546363|aNAFEIa|2022-04-09||
EXQZ-68803398|nJTjNVd|2021-12-17||
iOTJ-17607309|hfAdVWh|2021-03-14|2021-10-28|premium_not_paid
Yftl-01604708|RiQOnxz|2021-02-07||
JSAr-27576369|sEEqQmU|2020-11-10||
AOGl-01668081|WXDbJkJ|2020-12-26||
BJsl-04414988|rFUWyjQ|2021-08-04||
wWBA-07366573|JvTRvdn|2020-07-09||
VZMg-12083931|YHlSSLI|2022-03-04||
AxkK-19126523|modHErI|2021-03-24||
RmfA-19074113|wAQhZWt|2021-04-02||
Yaka-58912761|cNQTEkn|2021-11-18|2022-02-15|premium_not_paid
IADg-75828548|ZZppKjQ|2020-10-11||
muse-77330446|NlfCSaU|2021-09-05||
inXw-65977545|VvfYAlJ|2021-10-29||
Ltss-17695024|oQasGlw|2021-06-28||
VrOC-76616753|cMjSQYT|2021-03-28||
XkAQ-35580703|CpzAkta|2021-10-07||
BMTM-33083257|yIgUeIP|2021-03-29||
YFrX-70686310|dcNuvOL|2021-03-26||
davJ-19196369|vsGwXhl|2020-10-03||
ZnQs-56551191|PLClnuH|2022-06-26||
rUgY-14104834|KcspgsU|2020-12-05||
RPGG-75484713|rkdWMhj|2020-09-10||
tOie-24339310|cUHjivJ|2021-10-15||
sDHw-12381237|ZfvRDLQ|2022-03-31||
ijiL-52526584|AnWZPSj|2021-08-17||
MQEB-16280968|fXseddl|2022-06-09||
WCVr-51448958|SUPyKhQ|2022-06-18||
